-1.729811,-0.012184,-0.075827
-2.360632,1.321836,1.548004
-2.886913,-1.371423,-0.249844
1.786069,-0.222806,-2.350948
-1.797792,0.021394,-3.049240
-1.818710,-0.174229,-0.600485
1.998712,0.898829,-1.043118
-1.873859,0.399018,-2.248488
1.867689,-0.077744,-2.892980
1.887795,0.147468,-0.421094
-1.997044,-0.666395,-0.937235
2.016204,-0.654997,-2.235527
-1.942180,0.158892,-2.755692
-1.957428,-0.104844,-0.251605
2.042602,0.532065,-0.782523
-2.345794,0.947676,-2.449339
2.027113,-0.267269,-2.647993
2.028805,0.047374,-0.095769
-2.099673,-0.431412,-0.621064
3.019295,-1.071766,-3.034087
-2.134581,0.402580,-2.586817
-2.122254,-0.244607,0.203842
2.162022,0.342530,-0.463892
-2.761096,-0.947899,-0.314112
2.286833,-0.553671,-2.597997
2.462804,0.739571,0.927059
-2.228959,-0.256415,-0.316961
2.585276,0.772231,-0.409362
-2.510981,0.685925,-2.708469
2.285577,-0.205452,-2.910717
-2.799166,0.796924,1.697658
2.429290,-0.469390,1.581924
2.796983,-0.745319,-2.902807
-2.406836,0.302364,-2.878768
-3.091451,-0.758436,1.337522
2.558612,0.476928,-0.293947
-3.059375,0.706092,-3.088175
2.559427,-0.382219,-2.900834
-2.484361,0.007079,-3.136130
2.715891,-0.478802,1.621228
3.057311,0.595374,-0.047343
-2.739873,0.416606,-2.971349
2.608692,-0.083537,-3.092418
2.688330,0.231696,-0.111385
-2.988442,-0.445890,-0.066471
-2.770157,-0.224937,1.626458
-2.772064,0.126895,-3.092615
-2.818437,-0.117798,-0.039339
3.007601,0.257613,-0.034330
-3.075146,0.214155,-3.127451
3.030372,-0.065861,-3.134243
